CU_Name	Year	catch	exploit	escape	enroute.loss	DUID
North Barriere-ES	1980	14856	0.64	8437	0	14
North Barriere-ES	1981	7782	0.79	2089	0	14
North Barriere-ES	1982	4156	0.79	1132	0	14
North Barriere-ES	1983	4107	0.45	4977	0	14
North Barriere-ES	1984	33488	0.75	11107	0	14
North Barriere-ES	1985	3198	0.67	1598	0	14
North Barriere-ES	1986	4285	0.42	6024	0	14
North Barriere-ES	1987	21198	0.56	16633	0	14
North Barriere-ES	1988	18995	0.41	26927	0	14
North Barriere-ES	1989	25958	0.87	3988	0	14
North Barriere-ES	1990	31598	0.73	11862	0	14
North Barriere-ES	1991	47947	0.7	20554	0	14
North Barriere-ES	1992	40402	0.71	9357	6893	14
North Barriere-ES	1993	12728	0.62	7703	0	14
North Barriere-ES	1994	4526	0.22	5959	9922	14
North Barriere-ES	1995	7093	0.38	11352	0	14
North Barriere-ES	1996	13359	0.29	32279	0	14
North Barriere-ES	1997	29422	0.82	9000	0	14
North Barriere-ES	1998	3616	0.19	8750	6483	14
North Barriere-ES	1999	13938	0.34	5697	21415	14
North Barriere-ES	2000	4220	0.29	10152	0	14
North Barriere-ES	2001	1470	0.18	6618	0	14
North Barriere-ES	2002	4630	0.39	7198	0	14
North Barriere-ES	2003	17089	0.5	9087	7992	14
North Barriere-ES	2004	40427	0.58	2718	26086	14
North Barriere-ES	2005	3238	0.23	4220	6425	14
North Barriere-ES	2006	25006	0.37	11117	32337	14
North Barriere-ES	2007	6634	0.34	11212	1875	14
North Barriere-ES	2008	3247	0.32	2270	4671	14
North Barriere-ES	2009	150	0.09	1170	293	14
North Barriere-ES	2010	8844	0.42	10669	1319	14
North Barriere-ES	2011	6058	0.36	9884	1098	14
Pitt-ES	1952	156143	0.76	48899	0	15
Pitt-ES	1953	82979	0.81	19023	0	15
Pitt-ES	1954	88300	0.83	17624	0	15
Pitt-ES	1955	78855	0.81	17950	0	15
Pitt-ES	1956	86399	0.73	32094	0	15
Pitt-ES	1957	32243	0.72	12335	0	15
Pitt-ES	1958	41000	0.8	10381	0	15
Pitt-ES	1959	75789	0.83	15731	0	15
Pitt-ES	1960	90251	0.79	24510	0	15
Pitt-ES	1961	34848	0.76	11158	0	15
Pitt-ES	1962	23684	0.59	16580	0	15
Pitt-ES	1963	12277	0.49	12680	0	15
Pitt-ES	1964	32640	0.7	13756	0	15
Pitt-ES	1965	47268	0.87	6966	0	15
Pitt-ES	1966	79290	0.79	20842	0	15
Pitt-ES	1967	112147	0.92	10282	0	15
Pitt-ES	1968	85279	0.83	16988	0	15
Pitt-ES	1969	133704	0.84	25073	0	15
Pitt-ES	1970	42143	0.86	6642	0	15
Pitt-ES	1971	61738	0.8	15452	0	15
Pitt-ES	1972	68429	0.84	13412	0	15
Pitt-ES	1973	64649	0.84	11895	0	15
Pitt-ES	1974	53095	0.72	20581	0	15
Pitt-ES	1975	84814	0.68	39920	0	15
Pitt-ES	1976	167567	0.82	36525	0	15
Pitt-ES	1977	46872	0.77	13852	0	15
Pitt-ES	1978	46128	0.65	24786	0	15
Pitt-ES	1979	108310	0.74	37542	0	15
Pitt-ES	1980	18387	0.52	17101	0	15
Pitt-ES	1981	81489	0.76	25327	0	15
Pitt-ES	1982	21476	0.71	8708	0	15
Pitt-ES	1983	11037	0.4	16852	0	15
Pitt-ES	1984	29508	0.65	15797	0	15
Pitt-ES	1985	5608	0.61	3560	0	15
Pitt-ES	1986	6997	0.19	29177	0	15
Pitt-ES	1987	18000	0.57	13637	0	15
Pitt-ES	1988	31165	0.45	37747	0	15
Pitt-ES	1989	47121	0.75	16037	0	15
Pitt-ES	1990	11511	0.49	12202	0	15
Pitt-ES	1991	18459	0.45	22500	0	15
Pitt-ES	1992	8049	0.47	9129	0	15
Pitt-ES	1993	41340	0.64	22835	0	15
Pitt-ES	1994	4908	0.34	9500	0	15
Pitt-ES	1995	3824	0.41	5500	0	15
Pitt-ES	1996	11980	0.19	50077	0	15
Pitt-ES	1997	51150	0.59	35798	0	15
Pitt-ES	1998	14365	0.16	76888	0	15
Pitt-ES	1999	3205	0.08	35977	0	15
Pitt-ES	2000	23218	0.35	42638	0	15
Pitt-ES	2001	10456	0.07	131481	0	15
Pitt-ES	2002	29090	0.24	90280	0	15
Pitt-ES	2003	45171	0.37	78229	0	15
Pitt-ES	2004	96220	0.6	60942	2827	15
Pitt-ES	2005	14918	0.19	62047	0	15
Pitt-ES	2006	30049	0.44	38816	0	15
Pitt-ES	2007	2721	0.06	41829	0	15
Pitt-ES	2008	2322	0.1	16921	2978	15
Pitt-ES	2009	1753	0.05	31034	0	15
Pitt-ES	2010	2755	0.14	16818	0	15
Pitt-ES	2011	9883	0.15	55997	0	15
Quesnel	1952	948	0.84	184	0	16
Quesnel	1953	352312	0.76	110917	0	16
Quesnel	1954	1715	0.85	299	0	16
Quesnel	1955	350	0.85	63	0	16
Quesnel	1956	481	0.86	81	0	16
Quesnel	1957	380456	0.63	223667	0	16
Quesnel	1958	9049	0.83	1863	0	16
Quesnel	1959	115	0.64	65	0	16
Quesnel	1960	2243	0.88	292	0	16
Quesnel	1961	687015	0.69	302565	0	16
Quesnel	1962	2458	0.7	1073	0	16
Quesnel	1963	105	0.56	83	0	16
Quesnel	1964	1117	0.76	254	0	16
Quesnel	1965	831101	0.7	364706	0	16
Quesnel	1966	6106	0.78	1753	0	16
Quesnel	1967	837	0.88	119	0	16
Quesnel	1968	2113	0.75	699	0	16
Quesnel	1969	1373146	0.83	278961	0	16
Quesnel	1970	6574	0.83	1368	0	16
Quesnel	1971	1975	0.92	171	0	16
Quesnel	1972	386	0.78	111	0	16
Quesnel	1973	1348521	0.83	278061	0	16
Quesnel	1974	23648	0.84	4459	0	16
Quesnel	1975	554	0.74	193	0	16
Quesnel	1976	1078	0.78	305	0	16
Quesnel	1977	1810664	0.78	516199	0	16
Quesnel	1978	24620	0.74	8614	0	16
Quesnel	1979	3053	0.86	511	0	16
Quesnel	1980	916	0.74	308	0	16
Quesnel	1981	3062165	0.8	752321	0	16
Quesnel	1982	205522	0.84	39841	0	16
Quesnel	1983	10457	0.83	2155	0	16
Quesnel	1984	5440	0.86	914	0	16
Quesnel	1985	8204592	0.86	1349263	0	16
Quesnel	1986	530795	0.75	181467	0	16
Quesnel	1987	67282	0.77	20546	0	16
Quesnel	1988	11927	0.64	6832	0	16
Quesnel	1989	10290456	0.85	1870910	0	16
Quesnel	1990	2228246	0.82	488259	0	16
Quesnel	1991	242287	0.84	46259	0	16
Quesnel	1992	66574	0.78	5861	13173	16
Quesnel	1993	7718990	0.75	2620454	0	16
Quesnel	1994	2406778	0.74	686411	143085	16
Quesnel	1995	220640	0.51	214103	0	16
Quesnel	1996	39259	0.49	41187	0	16
Quesnel	1997	4587382	0.71	1858652	0	16
Quesnel	1998	975865	0.37	1179249	511438	16
Quesnel	1999	52580	0.16	189360	90509	16
Quesnel	2000	54018	0.46	63703	0	16
Quesnel	2001	870756	0.2	3510789	0	16
Quesnel	2002	1737996	0.36	3062151	0	16
Quesnel	2003	442851.85	0.52	279170	131969.23	16
Quesnel	2004	142372.81	0.52	10222	119126.52	16
Quesnel	2005	885687.42	0.25	1450171.4	1256263.58	16
Quesnel	2006	365085.99	0.51	169768	184198.82	16
Quesnel	2007	44025.31	0.37	75100	0	16
Quesnel	2008	25306.15	0.38	7091	35078.09	16
Quesnel	2009	16591.48	0.08	149400	37393	16
Quesnel	2010	329538.28	0.54	250651	30979.34	16
Quesnel	2011	58055.95	0.48	45471	6381.89	16
Seton-L (de novo)	1952	0	0	0	0	17
Seton-L (de novo)	1953	246	0.83	50	0	17
Seton-L (de novo)	1954	24718	0.88	3369	0	17
Seton-L (de novo)	1955	185	0.82	41	0	17
Seton-L (de novo)	1956	0	0	0	0	17
Seton-L (de novo)	1957	354	0.9	40	0	17
Seton-L (de novo)	1958	31210	0.87	4736	0	17
Seton-L (de novo)	1959	4584	0.88	572	0	17
Seton-L (de novo)	1960	0	0	0	0	17
Seton-L (de novo)	1961	24	0.51	23	0	17
Seton-L (de novo)	1962	12803	0.52	11935	0	17
Seton-L (de novo)	1963	3432	0.63	2011	0	17
Seton-L (de novo)	1964	12	0.57	9	0	17
Seton-L (de novo)	1965	1740	0.64	981	0	17
Seton-L (de novo)	1966	38775	0.55	31343	0	17
Seton-L (de novo)	1967	52117	0.92	4281	0	17
Seton-L (de novo)	1968	501	0.85	86	0	17
Seton-L (de novo)	1969	2356	0.71	963	0	17
Seton-L (de novo)	1970	26831	0.87	3873	0	17
Seton-L (de novo)	1971	4027	0.93	281	0	17
Seton-L (de novo)	1972	970	0.84	190	0	17
Seton-L (de novo)	1973	26780	0.87	3993	0	17
Seton-L (de novo)	1974	48225	0.85	8526	0	17
Seton-L (de novo)	1975	12637	0.8	3175	0	17
Seton-L (de novo)	1976	12295	0.92	1042	0	17
Seton-L (de novo)	1977	72607	0.9	8089	0	17
Seton-L (de novo)	1978	30724	0.75	9978	0	17
Seton-L (de novo)	1979	11380	0.76	3575	0	17
Seton-L (de novo)	1980	5460	0.74	1800	0	17
Seton-L (de novo)	1981	32626	0.85	5855	0	17
Seton-L (de novo)	1982	76854	0.76	23867	0	17
Seton-L (de novo)	1983	54623	0.88	7747	0	17
Seton-L (de novo)	1984	10532	0.86	1710	0	17
Seton-L (de novo)	1985	13696	0.86	2297	0	17
Seton-L (de novo)	1986	187871	0.93	14291	0	17
Seton-L (de novo)	1987	41631	0.86	6860	0	17
Seton-L (de novo)	1988	23388	0.96	1068	0	17
Seton-L (de novo)	1989	41427	0.84	7900	0	17
Seton-L (de novo)	1990	48802	0.71	19948	0	17
Seton-L (de novo)	1991	52392	0.81	12053	0	17
Seton-L (de novo)	1992	14470	0.84	2706	0	17
Seton-L (de novo)	1993	171117	0.9	19760	0	17
Seton-L (de novo)	1994	54205	0.85	9270	0	17
Seton-L (de novo)	1995	8493	0.52	7875	0	17
Seton-L (de novo)	1996	5062	0.36	3422	5628	17
Seton-L (de novo)	1997	154229	0.9	9766	7617	17
Seton-L (de novo)	1998	20053	0.15	25179	84934	17
Seton-L (de novo)	1999	5370	0.13	6475	28361	17
Seton-L (de novo)	2000	55948	0.65	1496	29138	17
Seton-L (de novo)	2001	8421	0.19	3150	31665	17
Seton-L (de novo)	2002	3360	0.18	14953	607	17
Seton-L (de novo)	2003	3554	0.41	4940	243	17
Seton-L (de novo)	2004	6580	0.48	1287	5737	17
Seton-L (de novo)	2005	6503	0.35	12082	0	17
Seton-L (de novo)	2006	18919	0.39	18882	10520	17
Seton-L (de novo)	2007	955	0.2	1699	2181	17
Seton-L (de novo)	2008	2100	0.35	97	3751	17
Seton-L (de novo)	2009	233	0.08	1945	873	17
Seton-L (de novo)	2010	89978	0.53	58086	5686	17
Seton-L (de novo)	2011	1298	0.33	1821	780	17
Shuswap Complex-L	1952	0	0	0	0	18
Shuswap Complex-L	1953	0	0	0	0	18
Shuswap Complex-L	1954	123408	0.88	17523	0	18
Shuswap Complex-L	1955	180	0.89	23	0	18
Shuswap Complex-L	1956	0	0	0	0	18
Shuswap Complex-L	1957	21	0.91	2	0	18
Shuswap Complex-L	1958	71025	0.88	9865	0	18
Shuswap Complex-L	1959	1657	0.85	289	0	18
Shuswap Complex-L	1960	0	0	0	0	18
Shuswap Complex-L	1961	67	0.68	32	0	18
Shuswap Complex-L	1962	25740	0.45	31481	0	18
Shuswap Complex-L	1963	2737	0.59	1901	0	18
Shuswap Complex-L	1964	0	0	0	0	18
Shuswap Complex-L	1965	732	0.71	292	0	18
Shuswap Complex-L	1966	34568	0.57	26287	0	18
Shuswap Complex-L	1967	14630	0.71	6009	0	18
Shuswap Complex-L	1968	0	0	0	0	18
Shuswap Complex-L	1969	3898	0.8	999	0	18
Shuswap Complex-L	1970	53824	0.62	33358	0	18
Shuswap Complex-L	1971	59806	0.9	6401	0	18
Shuswap Complex-L	1972	250	0.87	39	0	18
Shuswap Complex-L	1973	18514	0.87	2794	0	18
Shuswap Complex-L	1974	329490	0.79	88998	0	18
Shuswap Complex-L	1975	40858	0.78	11848	0	18
Shuswap Complex-L	1976	229	0.88	30	0	18
Shuswap Complex-L	1977	25769	0.8	6359	0	18
Shuswap Complex-L	1978	826795	0.72	314302	0	18
Shuswap Complex-L	1979	42966	0.76	13610	0	18
Shuswap Complex-L	1980	97	0.83	18	0	18
Shuswap Complex-L	1981	33115	0.89	4075	0	18
Shuswap Complex-L	1982	1140759	0.67	554197	0	18
Shuswap Complex-L	1983	47994	0.87	7308	0	18
Shuswap Complex-L	1984	576	0.88	75	0	18
Shuswap Complex-L	1985	5217	0.86	817	0	18
Shuswap Complex-L	1986	1984793	0.74	680899	0	18
Shuswap Complex-L	1987	25408	0.7	11130	0	18
Shuswap Complex-L	1988	1743	0.9	204	0	18
Shuswap Complex-L	1989	2521	0.84	488	0	18
Shuswap Complex-L	1990	2118404	0.65	1139868	0	18
Shuswap Complex-L	1991	52735	0.76	16259	0	18
Shuswap Complex-L	1992	1535	0.79	420	0	18
Shuswap Complex-L	1993	6246	0.89	777	0	18
Shuswap Complex-L	1994	1978901	0.82	435253	0	18
Shuswap Complex-L	1995	28836	0.59	19905	0	18
Shuswap Complex-L	1996	1618	0.56	1133	119	18
Shuswap Complex-L	1997	2258	0.9	147	117	18
Shuswap Complex-L	1998	104301	0.16	343031	186741	18
Shuswap Complex-L	1999	3076	0.13	9779	11572	18
Shuswap Complex-L	2000	1965	0.65	50	1022	18
Shuswap Complex-L	2001	3150	0.21	706	11148	18
Shuswap Complex-L	2002	220912	0.18	983607	47150	18
Shuswap Complex-L	2003	4586	0.41	6374	313	18
Shuswap Complex-L	2004	601	0.46	147	545	18
Shuswap Complex-L	2005	216	0.36	382	0	18
Shuswap Complex-L	2006	1023545	0.39	1021517	569152	18
Shuswap Complex-L	2007	3119	0.2	5429	7024	18
Shuswap Complex-L	2008	288	0.36	11	511	18
Shuswap Complex-L	2009	254	0.08	1933	951	18
Shuswap Complex-L	2010	3963063	0.53	3221730	242496	18
Shuswap Complex-L	2011	10798	0.36	13533	5800	18
Takla-Trembleur-EStu	1952	155284	0.84	30212	0	20
Takla-Trembleur-EStu	1953	894142	0.85	154036	0	20
Takla-Trembleur-EStu	1954	206766	0.86	35050	0	20
Takla-Trembleur-EStu	1955	139325	0.88	2159	17486	20
Takla-Trembleur-EStu	1956	68209	0.73	25020	0	20
Takla-Trembleur-EStu	1957	313421	0.57	234850	0	20
Takla-Trembleur-EStu	1958	118860	0.75	38807	0	20
Takla-Trembleur-EStu	1959	23855	0.9	2670	0	20
Takla-Trembleur-EStu	1960	67560	0.66	14447	20660	20
Takla-Trembleur-EStu	1961	1026201	0.84	198921	0	20
Takla-Trembleur-EStu	1962	81816	0.75	26716	0	20
Takla-Trembleur-EStu	1963	10315	0.69	4607	0	20
Takla-Trembleur-EStu	1964	44072	0.58	2390	29616	20
Takla-Trembleur-EStu	1965	233280	0.91	23045	0	20
Takla-Trembleur-EStu	1966	59920	0.85	10830	0	20
Takla-Trembleur-EStu	1967	77477	0.79	21044	0	20
Takla-Trembleur-EStu	1968	26243	0.95	1522	0	20
Takla-Trembleur-EStu	1969	321518	0.75	109655	0	20
Takla-Trembleur-EStu	1970	50177	0.59	34389	0	20
Takla-Trembleur-EStu	1971	230202	0.71	95940	0	20
Takla-Trembleur-EStu	1972	18883	0.8	4657	0	20
Takla-Trembleur-EStu	1973	1066289	0.78	299892	0	20
Takla-Trembleur-EStu	1974	147403	0.79	39518	0	20
Takla-Trembleur-EStu	1975	345453	0.81	65752	14997	20
Takla-Trembleur-EStu	1976	27835	0.7	11761	0	20
Takla-Trembleur-EStu	1977	1225011	0.91	117445	0	20
Takla-Trembleur-EStu	1978	96271	0.66	50004	0	20
Takla-Trembleur-EStu	1979	129956	0.58	92746	0	20
Takla-Trembleur-EStu	1980	14789	0.47	16939	0	20
Takla-Trembleur-EStu	1981	626044	0.83	129457	0	20
Takla-Trembleur-EStu	1982	67246	0.84	4557	8322	20
Takla-Trembleur-EStu	1983	67121	0.74	23867	0	20
Takla-Trembleur-EStu	1984	10844	0.19	45201	0	20
Takla-Trembleur-EStu	1985	122311	0.34	234519	0	20
Takla-Trembleur-EStu	1986	17016	0.37	28584	0	20
Takla-Trembleur-EStu	1987	29573	0.17	148194	0	20
Takla-Trembleur-EStu	1988	41768	0.19	179807	0	20
Takla-Trembleur-EStu	1989	827000	0.68	384799	0	20
Takla-Trembleur-EStu	1990	57830	0.37	97035	0	20
Takla-Trembleur-EStu	1991	371334	0.72	141119	0	20
Takla-Trembleur-EStu	1992	171309	0.49	65617	113481	20
Takla-Trembleur-EStu	1993	463676	0.4	687967	0	20
Takla-Trembleur-EStu	1994	46414	0.23	29831	128000	20
Takla-Trembleur-EStu	1995	15455	0.11	122710	0	20
Takla-Trembleur-EStu	1996	7981	0.08	87569	0	20
Takla-Trembleur-EStu	1997	771707	0.46	265697	634331	20
Takla-Trembleur-EStu	1998	21020	0.11	30952	137787	20
Takla-Trembleur-EStu	1999	26804	0.16	24532	120293	20
Takla-Trembleur-EStu	2000	225958	0.6	89747	62487	20
Takla-Trembleur-EStu	2001	43280	0.2	170906	0	20
Takla-Trembleur-EStu	2002	5717	0.09	24637	32309	20
Takla-Trembleur-EStu	2003	1161	0.04	13166	15949	20
Takla-Trembleur-EStu	2004	40756	0.3	9281	87063	20
Takla-Trembleur-EStu	2005	21495	0.1	98537	99664	20
Takla-Trembleur-EStu	2006	7626	0.14	35816	12340	20
Takla-Trembleur-EStu	2007	971	0.08	5347	6411	20
Takla-Trembleur-EStu	2008	4139	0.12	29867	0	20
Takla-Trembleur-EStu	2009	9569	0.12	45297	26603	20
Takla-Trembleur-EStu	2010	6132	0.06	60262	23699	20
Takla-Trembleur-EStu	2011	2230	0.11	757	18168	20
Takla-Trembleur-Stuart-S	1952	292	0.89	35	0	21
Takla-Trembleur-Stuart-S	1953	1157920	0.76	368634	0	21
Takla-Trembleur-Stuart-S	1954	31416	0.85	5470	0	21
Takla-Trembleur-Stuart-S	1955	50922	0.87	7582	0	21
Takla-Trembleur-Stuart-S	1956	10670	0.92	913	0	21
Takla-Trembleur-Stuart-S	1957	1016993	0.66	531108	0	21
Takla-Trembleur-Stuart-S	1958	114829	0.83	23619	0	21
Takla-Trembleur-Stuart-S	1959	44675	0.84	8225	0	21
Takla-Trembleur-Stuart-S	1960	12196	0.84	2396	0	21
Takla-Trembleur-Stuart-S	1961	948837	0.7	410887	0	21
Takla-Trembleur-Stuart-S	1962	36317	0.66	18643	0	21
Takla-Trembleur-Stuart-S	1963	3831	0.54	3222	0	21
Takla-Trembleur-Stuart-S	1964	6280	0.8	1426	0	21
Takla-Trembleur-Stuart-S	1965	558374	0.72	214943	0	21
Takla-Trembleur-Stuart-S	1966	42030	0.82	9027	0	21
Takla-Trembleur-Stuart-S	1967	12199	0.88	1629	0	21
Takla-Trembleur-Stuart-S	1968	1530	0.8	389	0	21
Takla-Trembleur-Stuart-S	1969	896669	0.81	207014	0	21
Takla-Trembleur-Stuart-S	1970	78819	0.84	14978	0	21
Takla-Trembleur-Stuart-S	1971	6610	0.81	1535	0	21
Takla-Trembleur-Stuart-S	1972	30090	0.8	7341	0	21
Takla-Trembleur-Stuart-S	1973	1392568	0.87	214230	0	21
Takla-Trembleur-Stuart-S	1974	76218	0.84	14190	0	21
Takla-Trembleur-Stuart-S	1975	51298	0.78	14229	0	21
Takla-Trembleur-Stuart-S	1976	13282	0.82	2898	0	21
Takla-Trembleur-Stuart-S	1977	514286	0.78	146459	0	21
Takla-Trembleur-Stuart-S	1978	43505	0.77	12738	0	21
Takla-Trembleur-Stuart-S	1979	183446	0.85	31918	0	21
Takla-Trembleur-Stuart-S	1980	2842	0.74	946	0	21
Takla-Trembleur-Stuart-S	1981	1064367	0.81	249494	0	21
Takla-Trembleur-Stuart-S	1982	96837	0.85	16758	0	21
Takla-Trembleur-Stuart-S	1983	13536	0.86	2246	0	21
Takla-Trembleur-Stuart-S	1984	20212	0.94	1228	0	21
Takla-Trembleur-Stuart-S	1985	1703390	0.86	274621	0	21
Takla-Trembleur-Stuart-S	1986	79273	0.73	28715	0	21
Takla-Trembleur-Stuart-S	1987	16422	0.72	6472	0	21
Takla-Trembleur-Stuart-S	1988	11155	0.61	7117	0	21
Takla-Trembleur-Stuart-S	1989	2791390	0.83	575697	0	21
Takla-Trembleur-Stuart-S	1990	668835	0.78	189079	0	21
Takla-Trembleur-Stuart-S	1991	298242	0.8	76860	0	21
Takla-Trembleur-Stuart-S	1992	237827	0.79	19513	45048	21
Takla-Trembleur-Stuart-S	1993	3805997	0.74	1356737	0	21
Takla-Trembleur-Stuart-S	1994	348320	0.67	76462	92037	21
Takla-Trembleur-Stuart-S	1995	65809	0.66	34362	0	21
Takla-Trembleur-Stuart-S	1996	83766	0.57	62991	0	21
Takla-Trembleur-Stuart-S	1997	2347922	0.72	907652	0	21
Takla-Trembleur-Stuart-S	1998	194725	0.31	136153	288162	21
Takla-Trembleur-Stuart-S	1999	24579	0.25	62120	13443	21
Takla-Trembleur-Stuart-S	2000	394979	0.47	454397	0	21
Takla-Trembleur-Stuart-S	2001	212590	0.38	351515	0	21
Takla-Trembleur-Stuart-S	2002	154400	0.45	34498	154592	21
Takla-Trembleur-Stuart-S	2003	79885	0.61	36647	13549	21
Takla-Trembleur-Stuart-S	2004	557563	0.63	83418	243785	21
Takla-Trembleur-Stuart-S	2005	165682	0.36	293160	0	21
Takla-Trembleur-Stuart-S	2006	128360	0.62	27504	49659	21
Takla-Trembleur-Stuart-S	2007	11959	0.58	8487	0	21
Takla-Trembleur-Stuart-S	2008	123132	0.46	146569	0	21
Takla-Trembleur-Stuart-S	2009	14897	0.12	86964	21741	21
Takla-Trembleur-Stuart-S	2010	77439	0.42	75241	11745	21
Takla-Trembleur-Stuart-S	2011	5232	0.51	3783	509	21
Harrison - River Type	1952	55801	0.68	25794	0	23
Harrison - River Type	1953	97156	0.82	21030	0	23
Harrison - River Type	1954	233980	0.89	28800	0	23
Harrison - River Type	1955	43427	0.89	5595	0	23
Harrison - River Type	1956	15421	0.86	2586	0	23
Harrison - River Type	1957	20313	0.84	3793	0	23
Harrison - River Type	1958	131225	0.9	14701	0	23
Harrison - River Type	1959	176892	0.86	27868	0	23
Harrison - River Type	1960	22438	0.57	17210	0	23
Harrison - River Type	1961	54914	0.56	42773	0	23
Harrison - River Type	1962	10357	0.56	8162	0	23
Harrison - River Type	1963	22654	0.5	22258	0	23
Harrison - River Type	1964	3744	0.63	2202	0	23
Harrison - River Type	1965	43718	0.74	15034	0	23
Harrison - River Type	1966	93340	0.74	32646	0	23
Harrison - River Type	1967	93062	0.82	20548	0	23
Harrison - River Type	1968	13395	0.71	5379	0	23
Harrison - River Type	1969	52102	0.78	14959	0	23
Harrison - River Type	1970	50528	0.8	12666	0	23
Harrison - River Type	1971	63907	0.94	3790	0	23
Harrison - River Type	1972	1789	0.57	1346	0	23
Harrison - River Type	1973	20713	0.87	3060	0	23
Harrison - River Type	1974	93170	0.85	16920	0	23
Harrison - River Type	1975	17484	0.74	5987	0	23
Harrison - River Type	1976	27936	0.84	5130	0	23
Harrison - River Type	1977	9312	0.81	2246	0	23
Harrison - River Type	1978	37468	0.66	19717	0	23
Harrison - River Type	1979	103345	0.69	45706	0	23
Harrison - River Type	1980	11994	0.69	5092	0	23
Harrison - River Type	1981	11805	0.79	3193	0	23
Harrison - River Type	1982	25458	0.73	9189	0	23
Harrison - River Type	1983	19602	0.82	4239	0	23
Harrison - River Type	1984	12176	0.91	1267	0	23
Harrison - River Type	1985	4580	0.47	5097	0	23
Harrison - River Type	1986	25231	0.78	7265	0	23
Harrison - River Type	1987	8324	0.61	5228	0	23
Harrison - River Type	1988	3718	0.71	1544	0	23
Harrison - River Type	1989	13459	0.82	2934	0	23
Harrison - River Type	1990	2712	0.38	4515	0	23
Harrison - River Type	1991	29707	0.66	15000	0	23
Harrison - River Type	1992	1999	0.86	313	0	23
Harrison - River Type	1993	71549	0.96	3258	0	23
Harrison - River Type	1994	62658	0.87	9515	0	23
Harrison - River Type	1995	17413	0.51	16760	0	23
Harrison - River Type	1996	3282	0.18	15379	0	23
Harrison - River Type	1997	1065	0.22	1418	2253	23
Harrison - River Type	1998	3151	0.14	4496	14346	23
Harrison - River Type	1999	6836	0.13	8577	35921	23
Harrison - River Type	2000	832	0.06	4343	9683	23
Harrison - River Type	2001	17247	0.19	15309	57487	23
Harrison - River Type	2002	11524	0.18	41542	9922	23
Harrison - River Type	2003	26568	0.32	8259	47779	23
Harrison - River Type	2004	23049	0.4	2106	32678	23
Harrison - River Type	2005	32479	0.08	388605	0	23
Harrison - River Type	2006	71231	0.34	168259	0	23
Harrison - River Type	2007	14938	0.08	128295	48140	23
Harrison - River Type	2008	6706	0.16	6890	27920	23
Harrison - River Type	2009	6748	0.02	307210	86649	23
Harrison - River Type	2010	326727	0.25	761668	214829	23
Harrison - River Type	2011	284823	0.21	805596	297960	23
Chilko-ES_Chilko-S	1952	1233243	0.72	485585	0	3
Chilko-ES_Chilko-S	1953	625442	0.76	200691	0	3
Chilko-ES_Chilko-S	1954	206990	0.86	34296	0	3
Chilko-ES_Chilko-S	1955	545322	0.82	121167	0	3
Chilko-ES_Chilko-S	1956	1211901	0.65	646906	0	3
Chilko-ES_Chilko-S	1957	454525	0.77	138464	0	3
Chilko-ES_Chilko-S	1958	613128	0.84	120104	0	3
Chilko-ES_Chilko-S	1959	1008990	0.69	463060	0	3
Chilko-ES_Chilko-S	1960	2027062	0.83	426546	0	3
Chilko-ES_Chilko-S	1961	120097	0.75	39101	0	3
Chilko-ES_Chilko-S	1962	221334	0.74	77713	0	3
Chilko-ES_Chilko-S	1963	1226460	0.55	998231	0	3
Chilko-ES_Chilko-S	1964	742658	0.69	238272	0	3
Chilko-ES_Chilko-S	1965	105319	0.75	35335	0	3
Chilko-ES_Chilko-S	1966	767065	0.79	209619	0	3
Chilko-ES_Chilko-S	1967	952424	0.84	174715	0	3
Chilko-ES_Chilko-S	1968	1456128	0.78	413862	0	3
Chilko-ES_Chilko-S	1969	281061	0.8	70902	0	3
Chilko-ES_Chilko-S	1970	625901	0.82	135388	0	3
Chilko-ES_Chilko-S	1971	1892932	0.92	157193	0	3
Chilko-ES_Chilko-S	1972	1822189	0.76	562650	0	3
Chilko-ES_Chilko-S	1973	391785	0.88	55675	0	3
Chilko-ES_Chilko-S	1974	549133	0.83	110026	0	3
Chilko-ES_Chilko-S	1975	537834	0.69	244631	0	3
Chilko-ES_Chilko-S	1976	1603656	0.81	384390	0	3
Chilko-ES_Chilko-S	1977	267369	0.84	51330	0	3
Chilko-ES_Chilko-S	1978	528871	0.78	146842	0	3
Chilko-ES_Chilko-S	1979	1173029	0.82	258391	0	3
Chilko-ES_Chilko-S	1980	1216895	0.7	497759	0	3
Chilko-ES_Chilko-S	1981	191304	0.85	34540	0	3
Chilko-ES_Chilko-S	1982	924783	0.79	249578	0	3
Chilko-ES_Chilko-S	1983	1320172	0.78	382833	0	3
Chilko-ES_Chilko-S	1984	3429042	0.86	580179	0	3
Chilko-ES_Chilko-S	1985	622624	0.9	71975	0	3
Chilko-ES_Chilko-S	1986	1087873	0.79	293804	0	3
Chilko-ES_Chilko-S	1987	1485559	0.78	421015	0	3
Chilko-ES_Chilko-S	1988	486030	0.57	363389	0	3
Chilko-ES_Chilko-S	1989	463837	0.88	63381	0	3
Chilko-ES_Chilko-S	1990	3796445	0.82	825837	0	3
Chilko-ES_Chilko-S	1991	3329774	0.76	1037737	0	3
Chilko-ES_Chilko-S	1992	2706701	0.81	511267	139701	3
Chilko-ES_Chilko-S	1993	2776092	0.83	555226	0	3
Chilko-ES_Chilko-S	1994	1944427	0.78	450745	107851	3
