Year,Watershed Group Name,Stock Name(stream),Timing Group,Name,Total,jacks,males,females,spawn%,eff_fem,fpsm,DUID,
1949,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1946,Early Stuart,Dust Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1938,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1938,Early Stuart,Lion Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1938,Early Stuart,Kastberg Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1999,Early Stuart,Tildesley Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1992,Early Stuart,Kastberg Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1990,Early Stuart,Lion Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1990,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1987,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1987,Early Stuart,McDougall Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1986,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1986,Early Stuart,McDougall Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1986,Early Stuart,Blackwater Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1939,Early Stuart,Sowchea Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1953,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1969,Early Stuart,Tarnezell Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Blackwater Creek,T1,Takla-Trembleur - Early Stuart,45,0,17,28,91.84,26,2,20,
2010,Early Stuart,Maclaing Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Tliti Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,15 Mile Creek,T1,Takla-Trembleur - Early Stuart,241,0,92,149,91.84,137,12,20,
2010,Early Stuart,25 Mile Creek,T1,Takla-Trembleur - Early Stuart,243,0,93,150,91.84,138,12,20,
2010,Early Stuart,Kastberg Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,85,0,33,52,91.84,48,4,20,
2010,Early Stuart,Kotsine River,T1,Takla-Trembleur - Early Stuart,3285,0,1258,2027,91.84,1862,165,20,
2010,Early Stuart,Lion Creek,T1,Takla-Trembleur - Early Stuart,4,0,1,3,91.84,3,0,20,
2010,Early Stuart,Porter Creek,T1,Takla-Trembleur - Early Stuart,2615,0,1002,1613,91.84,1481,132,20,
2010,Early Stuart,Sakeniche River,T1,Takla-Trembleur - Early Stuart,184,0,70,114,91.84,105,9,20,
2010,Early Stuart,Tildesley Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Ankwill Creek,T1,Takla-Trembleur - Early Stuart,3600,0,1379,2221,91.84,2040,181,20,
2010,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Bivouac Creek,T1,Takla-Trembleur - Early Stuart,54,0,21,33,91.84,30,3,20,
2010,Early Stuart,Blanchet Creek,T1,Takla-Trembleur - Early Stuart,16,0,6,10,91.84,9,1,20,
2010,Early Stuart,Crow Creek,T1,Takla-Trembleur - Early Stuart,103,0,39,64,91.84,59,5,20,
2010,Early Stuart,Driftwood River,T1,Takla-Trembleur - Early Stuart,19834,0,7597,12237,91.84,11239,998,20,
2010,Early Stuart,Dust Creek,T1,Takla-Trembleur - Early Stuart,682,0,261,421,91.84,387,34,20,
2010,Early Stuart,Sidney Creek,T1,Takla-Trembleur - Early Stuart,5541,0,2038,3503,93.43,3273,230,20,
2010,Early Stuart,Fleming Creek,T1,Takla-Trembleur - Early Stuart,130,0,50,80,91.84,73,7,20,
2010,Early Stuart,Forfar Creek,T1,Takla-Trembleur - Early Stuart,3692,0,1414,2278,91.84,2092,186,20,
2010,Early Stuart,Lovell Creek,T1,Takla-Trembleur - Early Stuart,828,0,317,511,91.84,469,42,20,
2010,Early Stuart,French Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Frypan Creek,T1,Takla-Trembleur - Early Stuart,1933,0,740,1193,91.84,1096,97,20,
2010,Early Stuart,Gluske Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Hooker Creek,T1,Takla-Trembleur - Early Stuart,43,0,16,27,91.84,25,2,20,
2010,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,124,0,47,77,91.84,71,6,20,
2010,Early Stuart,O'Ne-ell Creek,T1,Takla-Trembleur - Early Stuart,10055,0,3851,6204,91.84,5698,506,20,
2010,Early Stuart,Leo Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,McDougall Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Middle River (Rossette Bar),T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Narrows Creek,T1,Takla-Trembleur - Early Stuart,2255,0,864,1391,91.84,1278,113,20,
2010,Early Stuart,Paula Creek,T1,Takla-Trembleur - Early Stuart,776,0,355,421,82.65,348,73,20,
2010,Early Stuart,Point Creek,T1,Takla-Trembleur - Early Stuart,346,0,132,214,91.84,197,17,20,
2010,Early Stuart,Van Decar Creek,T1,Takla-Trembleur - Early Stuart,3139,0,1202,1937,91.84,1779,158,20,
2010,Early Stuart,Sandpoint Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Shale Creek,T1,Takla-Trembleur - Early Stuart,373,0,139,234,91.84,215,19,20,
2010,Early Stuart,Sinta Creek,T1,Takla-Trembleur - Early Stuart,36,0,14,22,91.84,20,2,20,
2010,Early Stuart,Sowchea Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Blanchet North Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Butterfield Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2010,Early Stuart,Takla Lake - shore,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2013,Early Stuart,Blackwater Creek,T1,Takla-Trembleur - Early Stuart,430,0,200,230,86.54,199,31,20,
2013,Early Stuart,Maclaing Creek,T1,Takla-Trembleur - Early Stuart,680,3,333,344,97.58,336,8,20,
2013,Early Stuart,Tliti Creek,T1,Takla-Trembleur - Early Stuart,17,0,8,9,86.54,8,1,20,
2013,Early Stuart,Kastberg Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2013,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,20,0,10,10,93.1,9,1,20,
2013,Early Stuart,Kotsine River,T1,Takla-Trembleur - Early Stuart,470,0,219,251,86.54,217,34,20,
2013,Early Stuart,Lion Creek,T1,Takla-Trembleur - Early Stuart,205,0,95,110,86.54,95,15,20,
2013,Early Stuart,Porter Creek,T1,Takla-Trembleur - Early Stuart,4811,0,2238,2573,86.54,2227,346,20,
2013,Early Stuart,Sakeniche River,T1,Takla-Trembleur - Early Stuart,151,0,66,85,71.3,61,24,20,
2013,Early Stuart,Tildesley Creek,T1,Takla-Trembleur - Early Stuart,344,0,166,178,93.1,166,12,20,
2013,Early Stuart,15 Mile Creek,T1,Takla-Trembleur - Early Stuart,229,0,114,115,100,115,0,20,
2013,Early Stuart,25 Mile Creek,T1,Takla-Trembleur - Early Stuart,101,0,32,69,100,69,0,20,
2013,Early Stuart,Baptiste Creek,T1,Takla-Trembleur - Early Stuart,99,0,48,51,93.1,47,4,20,
2013,Early Stuart,Ankwill Creek,T1,Takla-Trembleur - Early Stuart,4082,0,1899,2183,86.54,1889,294,20,
2013,Early Stuart,Bivouac Creek,T1,Takla-Trembleur - Early Stuart,1044,0,581,463,96.59,447,16,20,
2013,Early Stuart,Blanchet Creek,T1,Takla-Trembleur - Early Stuart,40,0,15,25,100,25,0,20,
2013,Early Stuart,Crow Creek,T1,Takla-Trembleur - Early Stuart,716,0,327,389,90.12,351,38,20,
2013,Early Stuart,Driftwood River,T1,Takla-Trembleur - Early Stuart,17959,0,8354,9605,86.54,8312,1293,20,
2013,Early Stuart,Dust Creek,T1,Takla-Trembleur - Early Stuart,7063,9,3004,4050,78.17,3166,884,20,
2013,Early Stuart,Sidney Creek,T1,Takla-Trembleur - Early Stuart,11471,9,5531,5931,93.1,5521,410,20,
2013,Early Stuart,Fleming Creek,T1,Takla-Trembleur - Early Stuart,706,0,341,365,93.1,340,25,20,
2013,Early Stuart,Forfar Creek,T1,Takla-Trembleur - Early Stuart,7568,7,3888,3673,83.11,3053,620,20,
2013,Early Stuart,Lovell Creek,T1,Takla-Trembleur - Early Stuart,1279,0,590,689,92.82,640,49,20,
2013,Early Stuart,French Creek,T1,Takla-Trembleur - Early Stuart,45,0,21,24,86.54,21,3,20,
2013,Early Stuart,Frypan Creek,T1,Takla-Trembleur - Early Stuart,2259,0,1009,1250,91.28,1141,109,20,
2013,Early Stuart,Gluske Creek,T1,Takla-Trembleur - Early Stuart,3261,2,1516,1743,86.54,1508,235,20,
2013,Early Stuart,Hooker Creek,T1,Takla-Trembleur - Early Stuart,233,0,78,155,95.65,148,7,20,
2013,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,289,0,131,158,89.23,141,17,20,
2013,Early Stuart,O'Ne-ell Creek,T1,Takla-Trembleur - Early Stuart,7147,4,3814,3329,87.59,2916,413,20,
2013,Early Stuart,Leo Creek,T1,Takla-Trembleur - Early Stuart,293,3,125,165,70.97,117,48,20,
2013,Early Stuart,McDougall Creek,T1,Takla-Trembleur - Early Stuart,50,0,26,24,66.67,16,8,20,
2013,Early Stuart,Middle River (Rossette Bar),T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2013,Early Stuart,Nahounli Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2013,Early Stuart,Narrows Creek,T1,Takla-Trembleur - Early Stuart,2671,0,1292,1379,81.98,1131,248,20,
2013,Early Stuart,Paula Creek,T1,Takla-Trembleur - Early Stuart,3650,3,1760,1887,92.34,1742,145,20,
2013,Early Stuart,Point Creek,T1,Takla-Trembleur - Early Stuart,604,0,261,343,90.85,312,31,20,
2013,Early Stuart,Van Decar Creek,T1,Takla-Trembleur - Early Stuart,3703,9,1587,2107,86.44,1821,286,20,
2013,Early Stuart,Sandpoint Creek,T1,Takla-Trembleur - Early Stuart,1251,0,579,672,89.31,600,72,20,
2013,Early Stuart,Shale Creek,T1,Takla-Trembleur - Early Stuart,703,,287,416,97.52,406,10,20,
2013,Early Stuart,Sinta Creek,T1,Takla-Trembleur - Early Stuart,644,0,281,363,91.99,334,29,20,
2013,Early Stuart,Sowchea Creek,T1,Takla-Trembleur - Early Stuart,23,0,11,12,93.1,11,1,20,
2013,Early Stuart,Blanchet North Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2013,Early Stuart,Butterfield Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Blackwater Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Driftwood River,T1,Takla-Trembleur - Early Stuart,12,0,7,5,80.77,4,1,20,
2011,Early Stuart,Kastberg Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Kotsine River,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Lion Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Porter Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Crow Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Dust Creek,T1,Takla-Trembleur - Early Stuart,117,0,73,44,80.77,36,8,20,
2011,Early Stuart,Hooker Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,McDougall Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Point Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Sinta Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Ankwill Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Blanchet Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Lovell Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,French Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Frypan Creek,T1,Takla-Trembleur - Early Stuart,7,0,4,3,80.77,2,1,20,
2011,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Shale Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Blanchet North Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Maclaing Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Tliti Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,15 Mile Creek,T1,Takla-Trembleur - Early Stuart,2,0,1,1,80.77,1,0,20,
2011,Early Stuart,25 Mile Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Bivouac Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Gluske Creek,T1,Takla-Trembleur - Early Stuart,32,0,20,12,80.77,10,2,20,
2011,Early Stuart,Leo Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Narrows Creek,T1,Takla-Trembleur - Early Stuart,71,0,44,27,80.77,22,5,20,
2011,Early Stuart,Sakeniche River,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Sandpoint Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Takla Lake - shore,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Forfar Creek,T1,Takla-Trembleur - Early Stuart,130,0,81,49,80.77,40,9,20,
2011,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,O'Ne-ell Creek,T1,Takla-Trembleur - Early Stuart,171,0,107,64,80.77,52,12,20,
2011,Early Stuart,Middle River (Rossette Bar),T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Van Decar Creek,T1,Takla-Trembleur - Early Stuart,114,0,71,43,80.77,35,8,20,
2011,Early Stuart,Butterfield Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Sidney Creek,T1,Takla-Trembleur - Early Stuart,54,1,33,20,80.77,16,4,20,
2011,Early Stuart,Fleming Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Paula Creek,T1,Takla-Trembleur - Early Stuart,48,0,30,18,80.77,15,3,20,
2011,Early Stuart,Tarnezell Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Tildesley Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Nancut Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2011,Early Stuart,Sowchea Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1944,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1960,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1940,Early Stuart,Sowchea Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1946,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1961,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1969,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1970,Early Stuart,Hooker Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1970,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1974,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1957,Early Stuart,Sowchea Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1957,Early Stuart,Nahounli Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1968,Early Stuart,Tarnezell Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1988,Early Stuart,Blanchet North Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Blackwater Creek,T1,Takla-Trembleur - Early Stuart,4,0,2,2,82.27,2,0,20,
2012,Early Stuart,Maclaing Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Tliti Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Kastberg Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,103,0,66,37,61.32,23,14,20,
2012,Early Stuart,Kotsine River,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Lion Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Porter Creek,T1,Takla-Trembleur - Early Stuart,140,0,84,56,82.27,46,10,20,
2012,Early Stuart,Sakeniche River,T1,Takla-Trembleur - Early Stuart,2,0,1,1,82.27,1,0,20,
2012,Early Stuart,Tildesley Creek,T1,Takla-Trembleur - Early Stuart,47,0,32,15,80.98,12,3,20,
2012,Early Stuart,15 Mile Creek,T1,Takla-Trembleur - Early Stuart,20,0,12,8,82.27,7,1,20,
2012,Early Stuart,25 Mile Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Ankwill Creek,T1,Takla-Trembleur - Early Stuart,29,0,17,12,82.27,10,2,20,
2012,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Bivouac Creek,T1,Takla-Trembleur - Early Stuart,50,0,30,20,82.27,16,4,20,
2012,Early Stuart,Blanchet Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Crow Creek,T1,Takla-Trembleur - Early Stuart,91,0,54,37,82.27,30,7,20,
2012,Early Stuart,Driftwood River,T1,Takla-Trembleur - Early Stuart,90,0,54,36,82.27,30,6,20,
2012,Early Stuart,Dust Creek,T1,Takla-Trembleur - Early Stuart,378,0,226,152,82.27,125,27,20,
2012,Early Stuart,Sidney Creek,T1,Takla-Trembleur - Early Stuart,2657,0,1794,863,80.98,699,164,20,
2012,Early Stuart,Fleming Creek,T1,Takla-Trembleur - Early Stuart,36,0,24,12,80.98,10,2,20,
2012,Early Stuart,Forfar Creek,T1,Takla-Trembleur - Early Stuart,4779,3,3237,1539,79.3,1220,319,20,
2012,Early Stuart,Lovell Creek,T1,Takla-Trembleur - Early Stuart,61,0,36,25,82.27,21,4,20,
2012,Early Stuart,French Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Frypan Creek,T1,Takla-Trembleur - Early Stuart,53,0,32,21,82.27,17,4,20,
2012,Early Stuart,Gluske Creek,T1,Takla-Trembleur - Early Stuart,2657,0,1590,1067,82.27,878,189,20,
2012,Early Stuart,Hooker Creek,T1,Takla-Trembleur - Early Stuart,13,0,8,5,82.27,4,1,20,
2012,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,20,0,12,8,82.27,7,1,20,
2012,Early Stuart,O'Ne-ell Creek,T1,Takla-Trembleur - Early Stuart,7362,0,4890,2472,76.52,1892,580,20,
2012,Early Stuart,Leo Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,McDougall Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Middle River (Rossette Bar),T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Nahounli Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Narrows Creek,T1,Takla-Trembleur - Early Stuart,305,0,187,118,90.32,107,11,20,
2012,Early Stuart,Paula Creek,T1,Takla-Trembleur - Early Stuart,1018,0,709,309,84.01,260,49,20,
2012,Early Stuart,Point Creek,T1,Takla-Trembleur - Early Stuart,76,0,45,31,82.27,26,5,20,
2012,Early Stuart,Van Decar Creek,T1,Takla-Trembleur - Early Stuart,5770,0,3714,2056,61.35,1261,795,20,
2012,Early Stuart,Sandpoint Creek,T1,Takla-Trembleur - Early Stuart,427,0,333,94,100,94,0,20,
2012,Early Stuart,Shale Creek,T1,Takla-Trembleur - Early Stuart,36,0,21,15,82.27,12,3,20,
2012,Early Stuart,Sinta Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Sowchea Creek,T1,Takla-Trembleur - Early Stuart,9,0,6,3,80.98,2,1,20,
2012,Early Stuart,Blanchet North Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Butterfield Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Takla Lake - shore,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Baptiste Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Tarnezell Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2012,Early Stuart,Nancut Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1938,Early Stuart,Kotsine River,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1949,Early Stuart,Kotsine River,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
1954,Early Stuart,Lion Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Blackwater Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Driftwood River,T1,Takla-Trembleur - Early Stuart,391,0,174,217,87.21,189,28,20,
2008,Early Stuart,Kastberg Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Kotsine River,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Lion Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Porter Creek,T1,Takla-Trembleur - Early Stuart,293,1,132,160,84.54,135,25,20,
2008,Early Stuart,Crow Creek,T1,Takla-Trembleur - Early Stuart,356,0,102,254,93.85,238,16,20,
2008,Early Stuart,Dust Creek,T1,Takla-Trembleur - Early Stuart,475,1,215,259,79.54,206,53,20,
2008,Early Stuart,Hooker Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,McDougall Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Point Creek,T1,Takla-Trembleur - Early Stuart,155,0,70,85,88.41,75,10,20,
2008,Early Stuart,Sinta Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Ankwill Creek,T1,Takla-Trembleur - Early Stuart,216,0,96,120,87.08,104,16,20,
2008,Early Stuart,Bates Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Blanchet Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Lovell Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,French Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Frypan Creek,T1,Takla-Trembleur - Early Stuart,310,1,140,169,87.08,147,22,20,
2008,Early Stuart,Hudson Bay Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Shale Creek,T1,Takla-Trembleur - Early Stuart,76,0,34,42,87.08,37,5,20,
2008,Early Stuart,Blanchet North Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Maclaing Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Tliti Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,15 Mile Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,25 Mile Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,Bivouac Creek,T1,Takla-Trembleur - Early Stuart,193,0,71,122,94.55,115,7,20,
2008,Early Stuart,Gluske Creek,T1,Takla-Trembleur - Early Stuart,2495,3,1130,1362,90.03,1226,136,20,
2008,Early Stuart,Leo Creek,T1,Takla-Trembleur - Early Stuart,16,0,7,9,87.08,8,1,20,
2008,Early Stuart,Narrows Creek,T1,Takla-Trembleur - Early Stuart,719,1,326,392,81.61,320,72,20,
2008,Early Stuart,Sakeniche River,T1,Takla-Trembleur - Early Stuart,76,0,43,33,78.57,26,7,20,
2008,Early Stuart,Sandpoint Creek,T1,Takla-Trembleur - Early Stuart,337,1,152,184,91.78,169,15,20,
2008,Early Stuart,Forfar Creek,T1,Takla-Trembleur - Early Stuart,3522,1,1572,1949,90.49,1764,185,20,
2008,Early Stuart,Kazchek Creek,T1,Takla-Trembleur - Early Stuart,0,0,0,0,0,0,0,20,
2008,Early Stuart,O'Ne-ell Creek,T1,Takla-Trembleur - Early Stuart,11111,12,4987,6112,84.74,5179,933,20,
