Proposed DU Name,DUID,Year,EFS
Nadina-Francois-ES,8,1963,3478
Nadina-Francois-ES,8,1964,1000
Nadina-Francois-ES,8,1965,7385
Nadina-Francois-ES,8,1966,997
Nadina-Francois-ES,8,1967,4667
Nadina-Francois-ES,8,1968,1061
Nadina-Francois-ES,8,1969,19879
Nadina-Francois-ES,8,1970,2177
Nadina-Francois-ES,8,1971,8535
Nadina-Francois-ES,8,1972,1778
Nadina-Francois-ES,8,1973,10726
Nadina-Francois-ES,8,1974,2072
Nadina-Francois-ES,8,1975,8655
Nadina-Francois-ES,8,1976,898
Nadina-Francois-ES,8,1977,10085
Nadina-Francois-ES,8,1978,1527
Nadina-Francois-ES,8,1979,21272
Nadina-Francois-ES,8,1980,1603
Nadina-Francois-ES,8,1981,11363
Nadina-Francois-ES,8,1982,1423
Nadina-Francois-ES,8,1983,15945
Nadina-Francois-ES,8,1984,3847
Nadina-Francois-ES,8,1985,7731
Nadina-Francois-ES,8,1986,2051
Nadina-Francois-ES,8,1987,15643
Nadina-Francois-ES,8,1988,4514
Nadina-Francois-ES,8,1989,2653
Nadina-Francois-ES,8,1990,3405
Nadina-Francois-ES,8,1991,33387
Nadina-Francois-ES,8,1992,2355
Nadina-Francois-ES,8,1993,4797
Nadina-Francois-ES,8,1994,1077
Nadina-Francois-ES,8,1995,8452
Nadina-Francois-ES,8,1996,18036
Nadina-Francois-ES,8,1997,2624
Nadina-Francois-ES,8,1998,1983
Nadina-Francois-ES,8,1999,5026
Nadina-Francois-ES,8,2000,65446
Nadina-Francois-ES,8,2001,17875
Nadina-Francois-ES,8,2002,1031
Nadina-Francois-ES,8,2003,1677
Nadina-Francois-ES,8,2004,13773
Nadina-Francois-ES,8,2005,12141
Nadina-Francois-ES,8,2006,4487
Nadina-Francois-ES,8,2007,1006
Nadina-Francois-ES,8,2008,10169
Nadina-Francois-ES,8,2009,3718
Nadina-Francois-ES,8,2010,11892
Nadina-Francois-ES,8,2011,1195
Nadina-Francois-ES,8,2012,16766
Nadina-Francois-ES,8,2013,7129
Nadina-Francois-ES,8,2014,30742
Nadina-Francois-ES,8,2015,9411
Nahatlach-ES,13,1950,NA
Nahatlach-ES,13,1951,NA
Nahatlach-ES,13,1952,NA
Nahatlach-ES,13,1953,NA
Nahatlach-ES,13,1954,NA
Nahatlach-ES,13,1955,NA
Nahatlach-ES,13,1956,NA
Nahatlach-ES,13,1957,NA
Nahatlach-ES,13,1958,NA
Nahatlach-ES,13,1959,NA
Nahatlach-ES,13,1960,NA
Nahatlach-ES,13,1961,NA
Nahatlach-ES,13,1962,NA
Nahatlach-ES,13,1963,NA
Nahatlach-ES,13,1964,NA
Nahatlach-ES,13,1965,NA
Nahatlach-ES,13,1966,NA
Nahatlach-ES,13,1967,NA
Nahatlach-ES,13,1968,NA
Nahatlach-ES,13,1969,NA
Nahatlach-ES,13,1970,NA
Nahatlach-ES,13,1971,NA
Nahatlach-ES,13,1972,NA
Nahatlach-ES,13,1973,NA
Nahatlach-ES,13,1974,NA
Nahatlach-ES,13,1975,2088
Nahatlach-ES,13,1976,1417
Nahatlach-ES,13,1977,309
Nahatlach-ES,13,1978,472
Nahatlach-ES,13,1979,1054
Nahatlach-ES,13,1980,661
Nahatlach-ES,13,1981,389
Nahatlach-ES,13,1982,1367
Nahatlach-ES,13,1983,1230
Nahatlach-ES,13,1984,716
Nahatlach-ES,13,1985,629
Nahatlach-ES,13,1986,4400
Nahatlach-ES,13,1987,6419
Nahatlach-ES,13,1988,9495
Nahatlach-ES,13,1989,2258
Nahatlach-ES,13,1990,4080
Nahatlach-ES,13,1991,1378
Nahatlach-ES,13,1992,2287
Nahatlach-ES,13,1993,1222
Nahatlach-ES,13,1994,3686
Nahatlach-ES,13,1995,953
Nahatlach-ES,13,1996,6728
Nahatlach-ES,13,1997,4538
Nahatlach-ES,13,1998,3185
Nahatlach-ES,13,1999,1404
Nahatlach-ES,13,2000,2205
Nahatlach-ES,13,2001,2432
Nahatlach-ES,13,2002,3459
Nahatlach-ES,13,2003,1960
Nahatlach-ES,13,2004,584
Nahatlach-ES,13,2005,1290
Nahatlach-ES,13,2006,939
Nahatlach-ES,13,2007,2021
Nahatlach-ES,13,2008,151
Nahatlach-ES,13,2009,740
Nahatlach-ES,13,2010,2894
Nahatlach-ES,13,2011,3455
Nahatlach-ES,13,2012,1140
Nahatlach-ES,13,2013,800
Nahatlach-ES,13,2014,2059
Nahatlach-ES,13,2015,1355
North Barriere-ES,14,1950,NA
North Barriere-ES,14,1951,NA
North Barriere-ES,14,1952,NA
North Barriere-ES,14,1953,NA
North Barriere-ES,14,1954,NA
North Barriere-ES,14,1955,NA
North Barriere-ES,14,1956,NA
North Barriere-ES,14,1957,NA
North Barriere-ES,14,1958,NA
North Barriere-ES,14,1959,NA
North Barriere-ES,14,1960,NA
North Barriere-ES,14,1961,NA
North Barriere-ES,14,1962,NA
North Barriere-ES,14,1963,NA
North Barriere-ES,14,1964,NA
North Barriere-ES,14,1965,NA
North Barriere-ES,14,1966,NA
North Barriere-ES,14,1967,294
North Barriere-ES,14,1968,577
North Barriere-ES,14,1969,22
North Barriere-ES,14,1970,5
North Barriere-ES,14,1971,306
North Barriere-ES,14,1972,1030
North Barriere-ES,14,1973,83
North Barriere-ES,14,1974,70
North Barriere-ES,14,1975,2181
North Barriere-ES,14,1976,2373
North Barriere-ES,14,1977,174
North Barriere-ES,14,1978,46
North Barriere-ES,14,1979,8046
North Barriere-ES,14,1980,4413
North Barriere-ES,14,1981,1067
North Barriere-ES,14,1982,656
North Barriere-ES,14,1983,2596
North Barriere-ES,14,1984,6291
North Barriere-ES,14,1985,696
North Barriere-ES,14,1986,3323
North Barriere-ES,14,1987,9212
North Barriere-ES,14,1988,13098
North Barriere-ES,14,1989,2813
North Barriere-ES,14,1990,6702
North Barriere-ES,14,1991,11894
North Barriere-ES,14,1992,5960
North Barriere-ES,14,1993,4928
North Barriere-ES,14,1994,3508
North Barriere-ES,14,1995,5986
North Barriere-ES,14,1996,15198
North Barriere-ES,14,1997,4326
North Barriere-ES,14,1998,4966
North Barriere-ES,14,1999,3333
North Barriere-ES,14,2000,4625
North Barriere-ES,14,2001,3302
North Barriere-ES,14,2002,4847
North Barriere-ES,14,2003,5226
North Barriere-ES,14,2004,1568
North Barriere-ES,14,2005,2762
North Barriere-ES,14,2006,8038
North Barriere-ES,14,2007,6782
North Barriere-ES,14,2008,210
North Barriere-ES,14,2009,715
North Barriere-ES,14,2010,5493
North Barriere-ES,14,2011,4451
North Barriere-ES,14,2012,744
North Barriere-ES,14,2013,1944
North Barriere-ES,14,2014,6693
North Barriere-ES,14,2015,910
Pitt-ES,15,1950,13313
Pitt-ES,15,1951,17922
Pitt-ES,15,1952,21904
Pitt-ES,15,1953,9303
Pitt-ES,15,1954,8332
Pitt-ES,15,1955,11221
Pitt-ES,15,1956,11107
Pitt-ES,15,1957,5130
Pitt-ES,15,1958,6658
Pitt-ES,15,1959,6096
Pitt-ES,15,1960,11297
Pitt-ES,15,1961,5324
Pitt-ES,15,1962,8017
Pitt-ES,15,1963,4739
Pitt-ES,15,1964,5202
Pitt-ES,15,1965,2596
Pitt-ES,15,1966,9537
Pitt-ES,15,1967,3756
Pitt-ES,15,1968,7209
Pitt-ES,15,1969,10356
Pitt-ES,15,1970,2504
Pitt-ES,15,1971,5924
Pitt-ES,15,1972,5433
Pitt-ES,15,1973,4146
Pitt-ES,15,1974,7826
Pitt-ES,15,1975,19589
Pitt-ES,15,1976,18213
Pitt-ES,15,1977,6492
Pitt-ES,15,1978,12685
Pitt-ES,15,1979,19140
Pitt-ES,15,1980,7737
Pitt-ES,15,1981,11878
Pitt-ES,15,1982,4296
Pitt-ES,15,1983,8624
Pitt-ES,15,1984,7393
Pitt-ES,15,1985,1547
Pitt-ES,15,1986,10896
Pitt-ES,15,1987,4503
Pitt-ES,15,1988,17458
Pitt-ES,15,1989,7891
Pitt-ES,15,1990,4316
Pitt-ES,15,1991,10867
Pitt-ES,15,1992,2890
Pitt-ES,15,1993,9722
Pitt-ES,15,1994,2492
Pitt-ES,15,1995,2352
Pitt-ES,15,1996,19938
Pitt-ES,15,1997,15262
Pitt-ES,15,1998,47611
Pitt-ES,15,1999,17849
Pitt-ES,15,2000,17015
Pitt-ES,15,2001,73067
Pitt-ES,15,2002,38128
Pitt-ES,15,2003,39200
Pitt-ES,15,2004,33226
Pitt-ES,15,2005,33123
Pitt-ES,15,2006,20635
Pitt-ES,15,2007,19268
Pitt-ES,15,2008,5742
Pitt-ES,15,2009,18159
Pitt-ES,15,2010,8081
Pitt-ES,15,2011,29798
Pitt-ES,15,2012,40755
Pitt-ES,15,2013,29617
Pitt-ES,15,2014,13842
Pitt-ES,15,2015,17737
Quesnel-S,16,1950,264
Quesnel-S,16,1951,9
Quesnel-S,16,1952,51
Quesnel-S,16,1953,47564
Quesnel-S,16,1954,146
Quesnel-S,16,1955,30
Quesnel-S,16,1956,39
Quesnel-S,16,1957,132852
Quesnel-S,16,1958,1269
Quesnel-S,16,1959,29
Quesnel-S,16,1960,123
Quesnel-S,16,1961,69950
Quesnel-S,16,1962,566
Quesnel-S,16,1963,40
Quesnel-S,16,1964,159
Quesnel-S,16,1965,105342
Quesnel-S,16,1966,1040
Quesnel-S,16,1967,24
Quesnel-S,16,1968,462
Quesnel-S,16,1969,76565
Quesnel-S,16,1970,388
Quesnel-S,16,1971,16
Quesnel-S,16,1972,46
Quesnel-S,16,1973,112414
Quesnel-S,16,1974,2587
Quesnel-S,16,1975,105
Quesnel-S,16,1976,209
Quesnel-S,16,1977,160497
Quesnel-S,16,1978,4349
Quesnel-S,16,1979,238
Quesnel-S,16,1980,98
Quesnel-S,16,1981,329583
Quesnel-S,16,1982,20035
Quesnel-S,16,1983,1098
Quesnel-S,16,1984,551
Quesnel-S,16,1985,691861
Quesnel-S,16,1986,94649
Quesnel-S,16,1987,11238
Quesnel-S,16,1988,4185
Quesnel-S,16,1989,940641
Quesnel-S,16,1990,258399
Quesnel-S,16,1991,24928
Quesnel-S,16,1992,4255
Quesnel-S,16,1993,1489058
Quesnel-S,16,1994,353264
Quesnel-S,16,1995,116867
Quesnel-S,16,1996,21719
Quesnel-S,16,1997,885434
Quesnel-S,16,1998,527427
Quesnel-S,16,1999,106100
Quesnel-S,16,2000,36957
Quesnel-S,16,2001,1671802
Quesnel-S,16,2002,1757929
Quesnel-S,16,2003,146407
Quesnel-S,16,2004,6534
Quesnel-S,16,2005,816566
Quesnel-S,16,2006,87614
Quesnel-S,16,2007,33004
Quesnel-S,16,2008,2459
Quesnel-S,16,2009,79915
Quesnel-S,16,2010,127648
Quesnel-S,16,2011,16690
Quesnel-S,16,2012,95
Quesnel-S,16,2013,91714
Quesnel-S,16,2014,429711
Quesnel-S,16,2015,25749
Seton-L,17,1950,NA
Seton-L,17,1951,NA
Seton-L,17,1952,NA
Seton-L,17,1953,NA
Seton-L,17,1954,NA
Seton-L,17,1955,NA
Seton-L,17,1956,NA
Seton-L,17,1957,NA
Seton-L,17,1958,NA
Seton-L,17,1959,NA
Seton-L,17,1960,NA
Seton-L,17,1961,NA
Seton-L,17,1962,NA
Seton-L,17,1963,NA
Seton-L,17,1964,NA
Seton-L,17,1965,589
Seton-L,17,1966,15201
Seton-L,17,1967,1983
Seton-L,17,1968,50
Seton-L,17,1969,491
Seton-L,17,1970,2139
Seton-L,17,1971,155
Seton-L,17,1972,98
Seton-L,17,1973,1688
Seton-L,17,1974,4843
Seton-L,17,1975,1631
Seton-L,17,1976,753
Seton-L,17,1977,3923
Seton-L,17,1978,3963
Seton-L,17,1979,2023
Seton-L,17,1980,996
Seton-L,17,1981,2951
Seton-L,17,1982,11734
Seton-L,17,1983,4909
Seton-L,17,1984,941
Seton-L,17,1985,960
Seton-L,17,1986,6213
Seton-L,17,1987,3766
Seton-L,17,1988,784
Seton-L,17,1989,5067
Seton-L,17,1990,8415
Seton-L,17,1991,7292
Seton-L,17,1992,1378
Seton-L,17,1993,9829
Seton-L,17,1994,3890
Seton-L,17,1995,4319
Seton-L,17,1996,1759
Seton-L,17,1997,5056
Seton-L,17,1998,11873
Seton-L,17,1999,2079
Seton-L,17,2000,671
Seton-L,17,2001,1851
Seton-L,17,2002,8001
Seton-L,17,2003,3179
Seton-L,17,2004,778
Seton-L,17,2005,8261
Seton-L,17,2006,10971
Seton-L,17,2007,849
Seton-L,17,2008,63
Seton-L,17,2009,792
Seton-L,17,2010,26687
Seton-L,17,2011,330
Seton-L,17,2012,13
Seton-L,17,2013,4181
Seton-L,17,2014,12327
Seton-L,17,2015,17
Shuswap-ES,19,1950,4716
Shuswap-ES,19,1951,11504
Shuswap-ES,19,1952,2790
Shuswap-ES,19,1953,3687
Shuswap-ES,19,1954,12463
Shuswap-ES,19,1955,5178
Shuswap-ES,19,1956,1110
Shuswap-ES,19,1957,8319
Shuswap-ES,19,1958,44285
Shuswap-ES,19,1959,25473
Shuswap-ES,19,1960,1862
Shuswap-ES,19,1961,2252
Shuswap-ES,19,1962,27412
Shuswap-ES,19,1963,26742
Shuswap-ES,19,1964,1321
Shuswap-ES,19,1965,3327
Shuswap-ES,19,1966,13179
Shuswap-ES,19,1967,7264
Shuswap-ES,19,1968,2064
Shuswap-ES,19,1969,4593
Shuswap-ES,19,1970,3745
Shuswap-ES,19,1971,9463
Shuswap-ES,19,1972,1418
Shuswap-ES,19,1973,4116
Shuswap-ES,19,1974,25371
Shuswap-ES,19,1975,15756
Shuswap-ES,19,1976,4918
Shuswap-ES,19,1977,9585
Shuswap-ES,19,1978,31848
Shuswap-ES,19,1979,24866
Shuswap-ES,19,1980,4678
Shuswap-ES,19,1981,12241
Shuswap-ES,19,1982,29763
Shuswap-ES,19,1983,14147
Shuswap-ES,19,1984,9413
Shuswap-ES,19,1985,4120
Shuswap-ES,19,1986,68316
Shuswap-ES,19,1987,42228
Shuswap-ES,19,1988,8712
Shuswap-ES,19,1989,6792
Shuswap-ES,19,1990,142645
Shuswap-ES,19,1991,65336
Shuswap-ES,19,1992,4971
Shuswap-ES,19,1993,8209
Shuswap-ES,19,1994,45863
Shuswap-ES,19,1995,31711
Shuswap-ES,19,1996,11795
Shuswap-ES,19,1997,2251
Shuswap-ES,19,1998,31549
Shuswap-ES,19,1999,12106
Shuswap-ES,19,2000,13592
Shuswap-ES,19,2001,5079
Shuswap-ES,19,2002,105840
Shuswap-ES,19,2003,20960
Shuswap-ES,19,2004,1194
Shuswap-ES,19,2005,5012
Shuswap-ES,19,2006,130518
Shuswap-ES,19,2007,10663
Shuswap-ES,19,2008,450
Shuswap-ES,19,2009,5758
Shuswap-ES,19,2010,561401
Shuswap-ES,19,2011,20445
Shuswap-ES,19,2012,942
Shuswap-ES,19,2013,24840
Shuswap-ES,19,2014,126175
Shuswap-ES,19,2015,7495
Shuswap Complex-L,18,1950,583028
Shuswap Complex-L,18,1951,84499
Shuswap Complex-L,18,1952,4211
Shuswap Complex-L,18,1953,1623
Shuswap Complex-L,18,1954,1067594
Shuswap Complex-L,18,1955,44933
Shuswap Complex-L,18,1956,2103
Shuswap Complex-L,18,1957,1648
Shuswap Complex-L,18,1958,1128919
Shuswap Complex-L,18,1959,89856
Shuswap Complex-L,18,1960,1322
Shuswap Complex-L,18,1961,854
Shuswap Complex-L,18,1962,652027
Shuswap Complex-L,18,1963,80773
Shuswap Complex-L,18,1964,345
Shuswap Complex-L,18,1965,1332
Shuswap Complex-L,18,1966,661832
Shuswap Complex-L,18,1967,402470
Shuswap Complex-L,18,1968,2713
Shuswap Complex-L,18,1969,3166
Shuswap Complex-L,18,1970,787238
Shuswap Complex-L,18,1971,159183
Shuswap Complex-L,18,1972,2155
Shuswap Complex-L,18,1973,2467
Shuswap Complex-L,18,1974,618842
Shuswap Complex-L,18,1975,85541
Shuswap Complex-L,18,1976,3072
Shuswap Complex-L,18,1977,6027
Shuswap Complex-L,18,1978,1013562
Shuswap Complex-L,18,1979,161997
Shuswap Complex-L,18,1980,1817
Shuswap Complex-L,18,1981,5950
Shuswap Complex-L,18,1982,1562756
Shuswap Complex-L,18,1983,100273
Shuswap Complex-L,18,1984,2403
Shuswap Complex-L,18,1985,813
Shuswap Complex-L,18,1986,1064429
Shuswap Complex-L,18,1987,310403
Shuswap Complex-L,18,1988,3556
Shuswap Complex-L,18,1989,381
Shuswap Complex-L,18,1990,1732456
Shuswap Complex-L,18,1991,612776
Shuswap Complex-L,18,1992,6640
Shuswap Complex-L,18,1993,751
Shuswap Complex-L,18,1994,662249
Shuswap Complex-L,18,1995,209540
Shuswap Complex-L,18,1996,5493
Shuswap Complex-L,18,1997,597
Shuswap Complex-L,18,1998,677870
Shuswap Complex-L,18,1999,138196
Shuswap Complex-L,18,2000,164
Shuswap Complex-L,18,2001,2137
Shuswap Complex-L,18,2002,2818621
Shuswap Complex-L,18,2003,189352
Shuswap Complex-L,18,2004,2234
Shuswap Complex-L,18,2005,11758
Shuswap Complex-L,18,2006,1163018
Shuswap Complex-L,18,2007,32205
Shuswap Complex-L,18,2008,83
Shuswap Complex-L,18,2009,20133
Shuswap Complex-L,18,2010,3047495
Shuswap Complex-L,18,2011,45986
Shuswap Complex-L,18,2012,6
Shuswap Complex-L,18,2013,87867
Shuswap Complex-L,18,2014,1042802
Shuswap Complex-L,18,2015,3175
Takla-Trembleur-ESTu,20,1950,26848
Takla-Trembleur-ESTu,20,1951,29927
Takla-Trembleur-ESTu,20,1952,15688
Takla-Trembleur-ESTu,20,1953,74127
Takla-Trembleur-ESTu,20,1954,18008
Takla-Trembleur-ESTu,20,1955,1394
Takla-Trembleur-ESTu,20,1956,18166
Takla-Trembleur-ESTu,20,1957,111850
Takla-Trembleur-ESTu,20,1958,21961
Takla-Trembleur-ESTu,20,1959,1306
Takla-Trembleur-ESTu,20,1960,7376
Takla-Trembleur-ESTu,20,1961,86359
Takla-Trembleur-ESTu,20,1962,14105
Takla-Trembleur-ESTu,20,1963,2590
Takla-Trembleur-ESTu,20,1964,1301
Takla-Trembleur-ESTu,20,1965,11172
Takla-Trembleur-ESTu,20,1966,6116
Takla-Trembleur-ESTu,20,1967,11169
Takla-Trembleur-ESTu,20,1968,790
Takla-Trembleur-ESTu,20,1969,48042
Takla-Trembleur-ESTu,20,1970,15685
Takla-Trembleur-ESTu,20,1971,45133
Takla-Trembleur-ESTu,20,1972,2253
Takla-Trembleur-ESTu,20,1973,149756
Takla-Trembleur-ESTu,20,1974,21493
Takla-Trembleur-ESTu,20,1975,25580
Takla-Trembleur-ESTu,20,1976,6758
Takla-Trembleur-ESTu,20,1977,51966
Takla-Trembleur-ESTu,20,1978,19744
Takla-Trembleur-ESTu,20,1979,35300
Takla-Trembleur-ESTu,20,1980,7331
Takla-Trembleur-ESTu,20,1981,70675
Takla-Trembleur-ESTu,20,1982,2157
Takla-Trembleur-ESTu,20,1983,13254
Takla-Trembleur-ESTu,20,1984,22005
Takla-Trembleur-ESTu,20,1985,116680
Takla-Trembleur-ESTu,20,1986,15137
Takla-Trembleur-ESTu,20,1987,71853
Takla-Trembleur-ESTu,20,1988,77898
Takla-Trembleur-ESTu,20,1989,207144
Takla-Trembleur-ESTu,20,1990,45423
Takla-Trembleur-ESTu,20,1991,79623
Takla-Trembleur-ESTu,20,1992,35749
Takla-Trembleur-ESTu,20,1993,379362
Takla-Trembleur-ESTu,20,1994,14434
Takla-Trembleur-ESTu,20,1995,54925
Takla-Trembleur-ESTu,20,1996,37811
Takla-Trembleur-ESTu,20,1997,68896
Takla-Trembleur-ESTu,20,1998,9222
Takla-Trembleur-ESTu,20,1999,7842
Takla-Trembleur-ESTu,20,2000,30214
Takla-Trembleur-ESTu,20,2001,76644
Takla-Trembleur-ESTu,20,2002,12197
Takla-Trembleur-ESTu,20,2003,6770
Takla-Trembleur-ESTu,20,2004,4935
Takla-Trembleur-ESTu,20,2005,48001
Takla-Trembleur-ESTu,20,2006,15602
Takla-Trembleur-ESTu,20,2007,2360
Takla-Trembleur-ESTu,20,2008,14026
Takla-Trembleur-ESTu,20,2009,21345
Takla-Trembleur-ESTu,20,2010,36131
Takla-Trembleur-ESTu,20,2011,233
Takla-Trembleur-ESTu,20,2012,6753
Takla-Trembleur-ESTu,20,2013,38609
Takla-Trembleur-ESTu,20,2014,24251
Takla-Trembleur-ESTu,20,2015,4694
Takla-Trembleur-Stuart-S,21,1950,NA
Takla-Trembleur-Stuart-S,21,1951,NA
Takla-Trembleur-Stuart-S,21,1952,NA
Takla-Trembleur-Stuart-S,21,1953,78613
Takla-Trembleur-Stuart-S,21,1954,2687
Takla-Trembleur-Stuart-S,21,1955,3274
Takla-Trembleur-Stuart-S,21,1956,451
Takla-Trembleur-Stuart-S,21,1957,296397
Takla-Trembleur-Stuart-S,21,1958,12531
Takla-Trembleur-Stuart-S,21,1959,4090
Takla-Trembleur-Stuart-S,21,1960,1307
Takla-Trembleur-Stuart-S,21,1961,194160
Takla-Trembleur-Stuart-S,21,1962,9006
Takla-Trembleur-Stuart-S,21,1963,1092
Takla-Trembleur-Stuart-S,21,1964,824
Takla-Trembleur-Stuart-S,21,1965,122780
Takla-Trembleur-Stuart-S,21,1966,4124
Takla-Trembleur-Stuart-S,21,1967,897
Takla-Trembleur-Stuart-S,21,1968,179
Takla-Trembleur-Stuart-S,21,1969,113877
Takla-Trembleur-Stuart-S,21,1970,8027
Takla-Trembleur-Stuart-S,21,1971,707
Takla-Trembleur-Stuart-S,21,1972,3375
Takla-Trembleur-Stuart-S,21,1973,115565
Takla-Trembleur-Stuart-S,21,1974,7371
Takla-Trembleur-Stuart-S,21,1975,5679
Takla-Trembleur-Stuart-S,21,1976,1674
Takla-Trembleur-Stuart-S,21,1977,74722
Takla-Trembleur-Stuart-S,21,1978,7075
Takla-Trembleur-Stuart-S,21,1979,16357
Takla-Trembleur-Stuart-S,21,1980,287
Takla-Trembleur-Stuart-S,21,1981,118846
Takla-Trembleur-Stuart-S,21,1982,8612
Takla-Trembleur-Stuart-S,21,1983,1423
Takla-Trembleur-Stuart-S,21,1984,659
Takla-Trembleur-Stuart-S,21,1985,158893
Takla-Trembleur-Stuart-S,21,1986,14775
Takla-Trembleur-Stuart-S,21,1987,2138
Takla-Trembleur-Stuart-S,21,1988,3433
Takla-Trembleur-Stuart-S,21,1989,323118
Takla-Trembleur-Stuart-S,21,1990,109845
Takla-Trembleur-Stuart-S,21,1991,38598
Takla-Trembleur-Stuart-S,21,1992,11454
Takla-Trembleur-Stuart-S,21,1993,1173510
Takla-Trembleur-Stuart-S,21,1994,39638
Takla-Trembleur-Stuart-S,21,1995,16610
Takla-Trembleur-Stuart-S,21,1996,27069
Takla-Trembleur-Stuart-S,21,1997,406868
Takla-Trembleur-Stuart-S,21,1998,67035
Takla-Trembleur-Stuart-S,21,1999,31925
Takla-Trembleur-Stuart-S,21,2000,216738
Takla-Trembleur-Stuart-S,21,2001,173757
Takla-Trembleur-Stuart-S,21,2002,15521
Takla-Trembleur-Stuart-S,21,2003,16592
Takla-Trembleur-Stuart-S,21,2004,46524
Takla-Trembleur-Stuart-S,21,2005,151169
Takla-Trembleur-Stuart-S,21,2006,12913
Takla-Trembleur-Stuart-S,21,2007,3200
Takla-Trembleur-Stuart-S,21,2008,53207
Takla-Trembleur-Stuart-S,21,2009,40186
Takla-Trembleur-Stuart-S,21,2010,43261
Takla-Trembleur-Stuart-S,21,2011,714
Takla-Trembleur-Stuart-S,21,2012,29414
Takla-Trembleur-Stuart-S,21,2013,68730
Takla-Trembleur-Stuart-S,21,2014,27304
Takla-Trembleur-Stuart-S,21,2015,4286
Taseko-ES,22,1950,250
Taseko-ES,22,1951,250
Taseko-ES,22,1952,1828
Taseko-ES,22,1953,2748
Taseko-ES,22,1954,1617
Taseko-ES,22,1955,2602
Taseko-ES,22,1956,1244
Taseko-ES,22,1957,2181
Taseko-ES,22,1958,4314
Taseko-ES,22,1959,7992
Taseko-ES,22,1960,1486
Taseko-ES,22,1961,40
Taseko-ES,22,1962,329
Taseko-ES,22,1963,16308
Taseko-ES,22,1964,225
Taseko-ES,22,1965,NA
Taseko-ES,22,1966,178
Taseko-ES,22,1967,2684
Taseko-ES,22,1968,NA
Taseko-ES,22,1969,NA
Taseko-ES,22,1970,NA
Taseko-ES,22,1971,NA
Taseko-ES,22,1972,NA
Taseko-ES,22,1973,NA
Taseko-ES,22,1974,NA
Taseko-ES,22,1975,NA
Taseko-ES,22,1976,NA
Taseko-ES,22,1977,NA
Taseko-ES,22,1978,NA
Taseko-ES,22,1979,NA
Taseko-ES,22,1980,NA
Taseko-ES,22,1981,NA
Taseko-ES,22,1982,NA
Taseko-ES,22,1983,NA
Taseko-ES,22,1984,NA
Taseko-ES,22,1985,NA
Taseko-ES,22,1986,NA
Taseko-ES,22,1987,NA
Taseko-ES,22,1988,NA
Taseko-ES,22,1989,NA
Taseko-ES,22,1990,NA
Taseko-ES,22,1991,NA
Taseko-ES,22,1992,NA
Taseko-ES,22,1993,NA
Taseko-ES,22,1994,100
Taseko-ES,22,1995,1067
Taseko-ES,22,1996,770
Taseko-ES,22,1997,113
Taseko-ES,22,1998,257
Taseko-ES,22,1999,533
Taseko-ES,22,2000,1738
Taseko-ES,22,2001,647
Taseko-ES,22,2002,730
Taseko-ES,22,2003,155
Taseko-ES,22,2004,249
Taseko-ES,22,2005,260
Taseko-ES,22,2006,1383
Taseko-ES,22,2007,85
Taseko-ES,22,2008,16
Taseko-ES,22,2009,20
Taseko-ES,22,2010,355
Taseko-ES,22,2011,447
Taseko-ES,22,2012,40
Taseko-ES,22,2013,68
Taseko-ES,22,2014,54
Taseko-ES,22,2015,482
Widgeon-L,24,1950,233
Widgeon-L,24,1951,364
Widgeon-L,24,1952,737
Widgeon-L,24,1953,690
Widgeon-L,24,1954,686
Widgeon-L,24,1955,49
Widgeon-L,24,1956,460
Widgeon-L,24,1957,561
Widgeon-L,24,1958,327
Widgeon-L,24,1959,296
Widgeon-L,24,1960,300
Widgeon-L,24,1961,610
Widgeon-L,24,1962,289
Widgeon-L,24,1963,166
Widgeon-L,24,1964,345
Widgeon-L,24,1965,151
Widgeon-L,24,1966,452
Widgeon-L,24,1967,533
Widgeon-L,24,1968,739
Widgeon-L,24,1969,318
Widgeon-L,24,1970,158
Widgeon-L,24,1971,245
Widgeon-L,24,1972,188
Widgeon-L,24,1973,205
Widgeon-L,24,1974,723
Widgeon-L,24,1975,566
Widgeon-L,24,1976,722
Widgeon-L,24,1977,228
Widgeon-L,24,1978,956
Widgeon-L,24,1979,374
Widgeon-L,24,1980,252
Widgeon-L,24,1981,275
Widgeon-L,24,1982,267
Widgeon-L,24,1983,541
Widgeon-L,24,1984,189
Widgeon-L,24,1985,315
Widgeon-L,24,1986,471
Widgeon-L,24,1987,665
Widgeon-L,24,1988,1338
Widgeon-L,24,1989,168
Widgeon-L,24,1990,NA
Widgeon-L,24,1991,340
Widgeon-L,24,1992,50
Widgeon-L,24,1993,NA
Widgeon-L,24,1994,64
Widgeon-L,24,1995,62
Widgeon-L,24,1996,24
Widgeon-L,24,1997,13
Widgeon-L,24,1998,18
Widgeon-L,24,1999,64
Widgeon-L,24,2000,4
Widgeon-L,24,2001,30
Widgeon-L,24,2002,240
Widgeon-L,24,2003,56
Widgeon-L,24,2004,NA
Widgeon-L,24,2005,102
Widgeon-L,24,2006,69
Widgeon-L,24,2007,65
Widgeon-L,24,2008,36
Widgeon-L,24,2009,803
Widgeon-L,24,2010,448
Widgeon-L,24,2011,726
Widgeon-L,24,2012,228
Widgeon-L,24,2013,729
Widgeon-L,24,2014,146
Widgeon-L,24,2015,58
